ticker,name,description,cik,composite_figi,market_cap,weighted_shares_outstanding,share_class_shares_outstanding,sic_code,sic_description,homepage_url,type
ANET,Arista Networks,"Arista Networks is a networking equipment provider that primarily sells Ethernet switches and software to data centers. Its marquee product is its extensible operating system, or EOS, that runs a single image across every single one of its devices. The firm operates as one reportable segment. It has steadily gained market share since its founding in 2004, with a focus on high-speed applications. Arista counts Microsoft and Meta Platforms as its largest customers and derives roughly three quarters of its sales from North America.",1596532,BBG000N2HDY5,97055994988.16,1261122596.0,1261120000,3576.0,COMPUTER COMMUNICATIONS EQUIPMENT,https://www.arista.com,CS
LRCX,Lam Research Corp,"Lam Research is one of the largest semiconductor wafer fabrication equipment manufacturers in the world. It specializes in deposition and etch, which entail the buildup of layers on a semiconductor and the subsequent selective removal of patterns from each layer. Lam holds the top market share in etch and holds the clear second share in deposition. It is more exposed to memory chipmakers for DRAM and NAND chips. It counts as top customers the largest chipmakers in the world, including TSMC, Samsung, Intel, and Micron.",707549,BBG000BNFLM9,96845879589.99998,1283662000.0,1283660000,3559.0,"SPECIAL INDUSTRY MACHINERY, NEC",https://www.lamresearch.com,CS
ELV,"Elevance Health, Inc.","Elevance Health remains one of the leading health insurers in the U.S., providing medical benefits to 47 million medical members as of December 2023. The company offers employer, individual, and government-sponsored coverage plans. Elevance differs from its peers in its unique position as the largest single provider of Blue Cross Blue Shield branded coverage, operating as the licensee for the Blue Cross Blue Shield Association in 14 states. Through acquisitions, such as the Amerigroup deal in 2012 and MMM in 2021, Elevance's reach expands beyond those states through government-sponsored programs such as Medicaid and Medicare Advantage plans, too.",1156039,BBG000BCG930,94993295500.575,227351871.0,227350000,6324.0,HOSPITAL & MEDICAL SERVICE PLANS,https://www.elevancehealth.com,CS
CME,CME Group Inc.,"Based in Chicago, CME Group operates exchanges giving investors, suppliers, and businesses the ability to trade futures and derivatives based on interest rates, equity indexes, foreign currencies, energy, metals, and commodities. The Chicago Mercantile Exchange was founded in 1898 and in 2002 completed its IPO. Since then, CME Group has consolidated parts of the industry by merging with crosstown rival CBOT Holdings in 2007 before acquiring Nymex Holdings in 2008 and NEX in 2018. In addition, the company has a 27% stake in S&P Dow Jones Indices, making the Chicago Mercantile Exchange the exclusive venue to trade and clear S&P futures contracts. Through CME's acquisition of NEX, it also expanded into cash foreign exchange, fixed-income trading, and collateral optimization.",1156375,BBG000BHLYP4,93981427266.86,359269954.0,360350000,6200.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",https://www.cmegroup.com,CS
MDLZ,"Mondelez International, Inc. Class A","Mondelez has operated as an independent organization since its split from the former Kraft Foods North American grocery business in October 2012. The firm is a leading player in the global snack enclave with a presence in the biscuit (49% of sales), chocolate (30%), gum/candy (12%), beverage (3%), and cheese and grocery (6%) aisles, as of the end of fiscal 2023. Mondelez's portfolio includes well-known brands like Oreo, Chips Ahoy, Halls, and Cadbury, among others. The firm derives around one third of revenue from developing markets, just more than one third from Europe, and the remainder from North America.",1103982,BBG000D4LWF6,93962199210.9,1341359018.0,1341360000,2000.0,FOOD AND KINDRED PRODUCTS,https://www.mondelezinternational.com,CS
KLAC,KLA Corporation Common Stock,"KLA is one of the largest semiconductor wafer fabrication equipment, or WFE, manufacturers in the world. It specializes in the market segment of semiconductor process control, wherein machines inspect semiconductor wafers during research and development and manufacturing for defects and verify precise measurements. In this section of the market, KLA holds a majority share. It also has a small exposure to the etch and deposition segments of the WFE market. It counts as top customers the largest chipmakers in the world, including TSMC and Samsung.",319201,BBG000BMTFR4,91178911900.44,132886746.0,132889999,3827.0,OPTICAL INSTRUMENTS & LENSES,https://www.kla.com,CS
CTAS,Cintas Corp,"Cintas has roots tracing back to 1929, during which the Farmer family cleaned and re-sold dirty rags to manufacturing plants in Ohio. The firm has grown its business organically and through acquisitions, and today Cintas acts as a one-stop outsourcing partner for businesses. Cintas will design, manufacture, collect, and clean every employee uniform for a small weekly sum, taking on the upfront capital expense itself. In the same stop, Cintas can also replace soiled or depleted mats, mops, trash liners, towels, first aid, fire, and cleaning products. Businesses value an outsourcing partner like Cintas as it simplifies operations and leaves noncore tasks with high regulatory standards in the hands of professionals.",723254,BBG000H3YXF8,82774931331.84,403543932.0,403540000,2320.0,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",https://www.cintas.com,CS
ABNB,"Airbnb, Inc. Class A Common Stock","Started in 2008, Airbnb is the world's largest online alternative accommodation travel agency, also offering booking services for boutique hotels and experiences. Airbnb's platform offered over 8 million active accommodation listings as of Dec. 31, 2024. Listings from the company's over 5 million hosts are spread over almost every country in the world. In 2024, 45% of revenue was from the North American region, 37% from Europe, Middle East, and Africa, 9% from Latin America, and 9% from Asia-Pacific. Transaction fees for online bookings account for all its revenue.",1559720,BBG001Y2XS07,82016827068.0,621339599.0,432880000,7340.0,SERVICES-TO DWELLINGS & OTHER BUILDINGS,https://www.airbnb.com,CS
REGN,Regeneron Pharmaceuticals Inc,"Regeneron Pharmaceuticals Inc discovers, develops, and commercializes products that fight eye disease, cardiovascular disease, cancer, and inflammation. The company has several marketed products, including low-dose Eylea and Eylea HD, approved for wet age-related macular degeneration and other eye diseases; Dupixent in immunology; Praluent for LDL cholesterol lowering; Libtayo in oncology; and Kevzara in rheumatoid arthritis. Regeneron is also developing monoclonal and bispecific antibodies with Sanofi, other collaborators, and independently, and has earlier-stage partnerships that bring new technology to the pipeline, including RNAi (Alnylam) and Crispr-based gene editing (Intellia).",872589,BBG000C734W3,81439235362.26,109324682.0,107510000,2834.0,PHARMACEUTICAL PREPARATIONS,https://www.regeneron.com,CS
APP,Applovin Corporation Class A Common Stock,AppLovin Corp is a mobile app technology company that focuses on growing the mobile app ecosystem by enabling the success of mobile app developers. Its software solutions provide tools for developers to grow their businesses by automating and optimizing the marketing and monetization of their applications. The company has two segments: Advertising and Apps. The majority of its revenue comes from the Advertising segment.,1751008,BBG006HFPX77,81338406349.06,339958231.0,309270000,7370.0,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",https://www.applovin.com,CS
FTNT,"Fortinet, Inc.","Fortinet is a platform-based cybersecurity vendor with product offerings covering network security, cloud security, zero-trust access, and security operations. The firm derives a majority of its revenue through sales of its subscriptions and support-based business. The California-based firm has more than 700,000 customers across the world.",1262039,BBG000BCMBG4,77469880720.8,764907985.0,763940000,3577.0,"COMPUTER PERIPHERAL EQUIPMENT, NEC",https://www.fortinet.com,CS
ORLY,"O'Reilly Automotive, Inc.","O'Reilly is an aftermarket automotive parts retailer in the United States and Mexico with more than $16 billion in annual sales. The company operates over 6,000 domestic stores and serves both the do-it-yourself (about 50% of sales) and professional (47% of sales) end markets. Despite operating amid a highly fragmented industry, O'Reilly differentiates itself by providing quality service to its customers throughout the entirety of the vehicle diagnosis and purchasing process. Furthermore, the firm boasts an impressive hub-and-spoke distribution network designed to provide its localized store base with ample aftermarket part availability across a variety of vehicle makes and models.",898173,BBG000BGYWY6,76683542321.16,57382184.0,57730000,5531.0,RETAIL-AUTO & HOME SUPPLY STORES,https://www.oreillyauto.com,CS
CRWD,"CrowdStrike Holdings, Inc. Class A Common Stock","CrowdStrike is a cloud-based cybersecurity company specializing in next-generation security verticals such as endpoint, cloud workload, identity, and security operations. CrowdStrike's primary offering is its Falcon platform that offers a proverbial single pane of glass for an enterprise to detect and respond to security threats attacking its IT infrastructure. The Texas-based firm was founded in 2011 and went public in 2019.",1535527,BBG00BLYKS03,75818987694.4512,246311412.0,233850000,7372.0,SERVICES-PREPACKAGED SOFTWARE,https://www.crowdstrike.com,CS
DASH,"DoorDash, Inc. Class A Common Stock","Founded in 2013 and headquartered in San Francisco, DoorDash is an online delivery demand aggregator. Consumers can use its app to order food items on-demand for delivery or in-store from merchants. Through the acquisition of Wolt in 2022, the firm also provides this service in Europe and Asia. DoorDash creates a marketplace for merchants to establish a presence online, market their offerings, and meet demand through delivery. The firm provides similar service to nonrestaurant businesses, such as grocery, retail, and pet supplies. Dash is also rolling out nascent technology like drone delivery in an effort to continually innovate and provide the best possible service to supply-side and demand-side contingents of its marketplace.",1792789,BBG005D7QCJ3,71839581084.62999,420096084.0,394490000,7389.0,"SERVICES-BUSINESS SERVICES, NEC",https://www.doordash.com,CS
MAR,Marriot International Class A Common Stock,"Marriott operates 1.7 million rooms across roughly 30 brands. At the end of 2024, luxury represented roughly 10% of total rooms, premium was 43%, select service was 45%, midscale was 1%, and other was 1%. Marriott, Courtyard, and Sheraton are the largest brands, while Autograph, Tribute, Moxy, Aloft, and Element are newer lifestyle brands. Managed and franchised represented 98% of total rooms as of Dec. 31, 2024. North America makes up 62% of total rooms. Managed, franchise, and incentive fees represent the vast majority of revenue and profitability for the company.",1048286,BBG000BGD7W6,71326509022.06999,275695298.0,275700000,7011.0,HOTELS & MOTELS,https://www.marriott.com,CS
SNPS,Synopsys Inc,"Synopsys is a provider of electronic design automation software and intellectual property products. EDA software automates and aids in the chip design process, enhancing design accuracy, productivity, and complexity in a full-flow end-to-end solution. Synopsys' comprehensive portfolio is benefiting from a convergence of semiconductor companies moving up the stack of technologies toward systems-like companies, and systems companies moving down-stack toward in-house chip design. The resulting expansion in EDA customers alongside secular digitalization of various end markets benefits EDA vendors like Synopsys.",883241,BBG000BSFRF3,67868163059.06,154620076.0,154620000,7372.0,SERVICES-PREPACKAGED SOFTWARE,https://www.synopsys.com,CS
PYPL,"PayPal Holdings, Inc. Common Stock","PayPal was spun off from eBay in 2015 and provides electronic payment solutions to merchants and consumers, with a focus on online transactions. The company had 434 million active accounts at the end of 2024. The company also owns Venmo, a person-to-person payment platform.",1633917,BBG0077VNXV6,67733430688.44,989242452.0,989240000,7389.0,"SERVICES-BUSINESS SERVICES, NEC",https://www.paypal.com,CS
MSTR,MicroStrategy Inc,"Strategy is a bitcoin treasury company and a provider of business intelligence services. It is designed to provide investors varying degrees of economic exposure to Bitcoin by offering a range of securities, including equity and fixed-income instruments. The company also provide industry AI-powered enterprise analytics software.",1050446,BBG000GQJPZ0,66289155548.875,260286250.0,238540000,6199.0,FINANCE SERVICES,https://www.strategy.com,CS
WDAY,"Workday, Inc. Class A Common Stock","Workday is a software company that offers human capital management, or HCM, financial management, and business planning solutions. Known for being a cloud-only software provider, Workday was founded in 2005 and is headquartered in Pleasanton, California.",1327811,BBG000VC0T95,65602250000.0,266000000.0,214000000,7374.0,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,https://www.workday.com,CS
CDNS,Cadence Design Systems,"Cadence Design Systems is a provider of electronic design automation software, intellectual property, and system design and analysis products. EDA software automates the chip design process, enhancing design accuracy, productivity, and complexity in a full-flow end-to-end solution. Cadence offers a portfolio of design IP, as well as system design and analysis products, which enable system-level analysis and verification solutions. Cadence's comprehensive portfolio is benefiting from a mutual convergence of semiconductor companies moving up-stack toward systems-like companies, and systems companies moving down-stack toward in-house semiconductor design. The resulting expansion in EDA customers, alongside secular digitalization of various end markets, benefits EDA vendors like Cadence.",813672,BBG000C13CD9,64635561210.0,274263000.0,274260000,7372.0,SERVICES-PREPACKAGED SOFTWARE,https://www.cadence.com,CS
ROP,"Roper Technologies, Inc. Common Stock","Roper Technologies is a diversified technology company that operates three segments: application software, network software, and technology enabled products. Roper acquires asset light, cash generative businesses and deploys excess cash to acquire further portfolio companies. The firm operates a highly decentralized model with portfolio company management holding autonomy and accountability for key operational decisions, and a small, centralized team overseeing capital deployment and providing executive coaching and reviewing strategic goals.",882835,BBG000F1ZSN5,62793499793.25,107385207.0,107390000,3823.0,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",https://www.ropertech.com,CS
CEG,Constellation Energy Corporation Common Stock,"Constellation Energy Corp producer of carbon-free energy and a supplier of energy products and services. The company offers generating capacity that includes nuclear, wind, solar, natural gas, and hydroelectric assets. It sells electricity, natural gas, and other energy-related products and sustainable solutions to various types of customers, including distribution utilities, municipalities, cooperatives, and commercial, industrial, public sector, and residential customers in markets across multiple geographic regions. Its operating segments and reporting units are Mid-Atlantic, Midwest, New York, ERCOT, and Other Power Regions.",1868275,BBG014KFRNP7,61596496430.73,312847257.0,312850000,4911.0,ELECTRIC SERVICES,https://www.constellation.com,CS
PCAR,Paccar Inc,"Paccar is a leading manufacturer of medium- and heavy-duty trucks under the premium brands Kenworth and Peterbilt (primarily sold in the NAFTA region and Australia), and DAF trucks (sold in Europe and South America). The company's trucks are sold through more than 2,300 independent dealers globally. Paccar Financial Services provides retail and wholesale financing for customers and dealers, respectively. The company commands roughly 30% of the Class 8 market share in North America and 17% of the heavy-duty market share in Europe.",75362,BBG000BQVTF5,60024297718.125,524802603.0,524799999,3711.0,MOTOR VEHICLES & PASSENGER CAR BODIES,https://www.paccar.com,CS
TEAM,Atlassian Corporation Class A Common Stock,"Atlassian produces software that helps teams work together more efficiently and effectively. The company provides project planning and management software, collaboration tools, and IT help desk solutions. The company operates in four segments: subscriptions (term licenses and cloud agreements), maintenance (annual maintenance contracts that provide support and periodic updates and are generally attached to perpetual license sales), perpetual license (upfront sale for indefinite usage of the software), and other (training, strategic consulting, and revenue from the Atlassian Marketplace app store). Atlassian was founded in 2002 and is headquartered in Sydney.",1650372,BBG01BGWHFR5,58089397844.79,262000306.0,163990000,7372.0,SERVICES-PREPACKAGED SOFTWARE,https://www.atlassian.com,CS
AEP,"American Electric Power Company, Inc.","American Electric Power is one of the largest regulated utilities in the United States, providing electricity generation, transmission, and distribution to more than 5 million customers in 11 states. About 42% of AEP's of capacity is coal, with the remainder from a mix of natural gas (27%), renewable energy and hydro (21%), nuclear (8%), and demand response (2%). Vertically integrated utilities, transmission and distribution, and generation and marketing support earnings.",4904,BBG000BB9KF2,57725372194.32,533210532.0,533210000,4911.0,ELECTRIC SERVICES,https://www.aep.com,CS
PANW,"Palo Alto Networks, Inc. Common Stock","Palo Alto Networks is a platform-based cybersecurity vendor with product offerings covering network security, cloud security, and security operations. The California-based firm has more than 80,000 enterprise customers across the world, including more than three fourths of the Global 2000.",1327567,BBG0014GJCT9,57007081869.4,327250757.0,327250000,3577.0,"COMPUTER PERIPHERAL EQUIPMENT, NEC",https://www.paloaltonetworks.com,CS
MRVL,"Marvell Technology, Inc. Common Stock","Marvell Technology is a fabless chip designer focused on wired networking, where it has the second-highest market share. Marvell serves the data center, carrier, enterprise, automotive, and consumer end markets with processors, optical and copper transceivers, switches, and storage controllers.",1835632,BBG00ZXBJ153,56772333000.0,865300000.0,865300000,3674.0,SEMICONDUCTORS & RELATED DEVICES,https://www.marvell.com,CS
PAYX,Paychex Inc,"Paychex is a leading provider of payroll, human capital management, and insurance solutions servicing small and midsize clients primarily in the United States. The company, founded in 1971, services over 745,000 clients and pays 1 in 12 US private-sector workers. Alongside its traditional payroll services, Paychex offers HCM solutions such as benefits administration and time and attendance software, as well as human resources outsourcing and insurance agency services.",723531,BBG000BQSQ38,56443487480.24,360063074.0,360060000,8700.0,"SERVICES-ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT",https://www.paychex.com,CS
MNST,Monster Beverage Corporation,"Monster Beverage is a leader in the energy drink subsegment of the nonalcoholic beverage market, generating two thirds of revenue in the US and Canada. The well-known Monster trademark includes brands such as Monster Energy, Monster Ultra, Java Monster, and Juice Monster. The firm also owns other energy drink brands, such as Reign, NOS, Burn, Bang and Mother, and brews and distributes beers and flavored malt beverages following the acquisition of a craft brewer in 2022. Monster controls branding and innovation but outsources beverage manufacturing and packaging to copackers and finished goods distribution to bottlers in the global Coca-Cola system (pursuant to a 20-year agreement inked in 2015). Coke is the largest shareholder of Monster with a 19.5% stake.",865752,BBG008NVB1C0,54885078000.0,972450000.0,979540000,2086.0,BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,https://www.monsterbevcorp.com,CS
NXPI,NXP Semiconductors N.V.,"NXP Semiconductors is a leading supplier of high-performance mixed-signal products. The firm acquired Freescale Semiconductor in 2015 and now has significant market share in the automotive market, where it supplies microcontrollers and analog chips into automotive clusters, powertrains, infotainment systems, and radars. NXP Semiconductors also serves industrial and Internet of Things, mobile, and communications infrastructure.",1413447,,54294994647.36,253620117.0,253620000,3674.0,SEMICONDUCTORS & RELATED DEVICES,https://www.nxp.com,CS
ADSK,Autodesk Inc,"Founded in 1982, Autodesk is an application software company that serves industries in architecture, engineering, and construction; product design and manufacturing; and media and entertainment. Autodesk software enables design, modeling, and rendering needs of these industries. The company has over 4 million paid subscribers across 180 countries.",769397,BBG000BM7HL0,53505600000.0,213000000.0,215000000,7372.0,SERVICES-PREPACKAGED SOFTWARE,https://www.autodesk.com,CS
CHTR,Charter Comm Inc Del CL A New,"Charter is the product of the 2016 merger of three cable companies, each with a decades-long history in the business: Legacy Charter, Time Warner Cable, and Bright House Networks. The firm now holds networks capable of providing television, internet access, and phone services to roughly 57 million US homes and businesses, around 35% of the country. Across this footprint, Charter serves 29 million residential and 2 million commercial customer accounts under the Spectrum brand, making it the second-largest US cable company behind Comcast. The firm also owns, in whole or in part, sports and news networks, including Spectrum SportsNet (long-term local rights to Los Angeles Lakers games), SportsNet LA (Los Angeles Dodgers), SportsNet New York (New York Mets), and Spectrum News NY1.",1091667,BBG000VPGNR2,52737901800.88,141947896.0,141950000,4841.0,CABLE & OTHER PAY TELEVISION SERVICES,https://corporate.charter.com,CS
CPRT,Copart Inc,"Based in Dallas, Copart operates an online salvage vehicle auction with operations in 11 countries across North America, Europe, and the Middle East, facilitating over 3.5 million transactions annually. The company utilizes its virtual bidding platform, VB3, to connect vehicle sellers with over 750,000 registered buyers around the world. Buyers primarily consist of vehicle dismantlers, rebuilders, individuals and used vehicle retailers. About 80% of Copart's vehicle volume is supplied by auto insurance companies holding vehicles deemed a total loss. Copart also offers services such as vehicle transportation, storage, title transfer, and salvage value estimation. The company primarily operates on a consignment basis and collects fees based on the vehicle's final selling price.",900075,BBG000BM9RH1,51492754554.8,966092956.0,966090000,5500.0,RETAIL-AUTO DEALERS & GASOLINE STATIONS,https://www.copart.com,CS
FAST,Fastenal Co,"Fastenal opened its first fastener store in 1967 in Winona, Minnesota. Since then, it has greatly expanded its footprint as well as its products and services. Today, Fastenal serves its 400,000 active customers through approximately 1,600 branches, over 2,000 on-site locations, and 15 distribution centers. Since 1993, the company has added other product categories, but fasteners remain its largest category at about 30%-35% of sales. Fastenal also offers customers supply chain solutions, such as vending and vendor-managed inventory.",815556,BBG000BJ8YN7,47097539992.82,573451114.0,573450000,5200.0,"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",https://www.fastenal.com,CS
KDP,Keurig Dr Pepper Inc.,"Keurig Dr Pepper was established in 2018 following a merger between Keurig Green Mountain Coffee and Dr Pepper Snapple. The company manufactures and distributes coffee systems (including coffee brewers and single-serve coffee pods) under the Keurig and Green Mountain brands, as well as ready-to-drink beverages including flavored (non-cola) sparkling soft drinks under well-known brands such as Dr Pepper, Snapple, and Canada Dry. The company controls production and route to market for its own brands through in-house manufacturing plants and distribution infrastructure and leverages these facilities to manufacture and distribute for third-party coffee and beverage brands via licensing and partnership agreements. The US and Canada make up 95% of revenue, with the rest from Mexico.",1418135,BBG000TJM7F0,46027773502.225,1356750877.0,1356750000,2080.0,BEVERAGES,https://www.keurigdrpepper.com,CS
EXC,Exelon Corporation,"Exelon serves approximately 10 million power and gas customers at its six regulated utilities in Illinois, Pennsylvania, Maryland, New Jersey, Delaware, and Washington, D.C.",1109357,BBG000J6XT05,44380337481.55,1005217157.0,1005220000,4931.0,ELECTRIC & OTHER SERVICES COMBINED,https://www.exeloncorp.com,CS
ROST,Ross Stores Inc,"Ross Stores operates as an off-price apparel and accessories retailer with the majority of its sales derived from its Ross Dress for Less banner. The company opportunistically procures excess brand-name merchandise made available via manufacturing overruns and retail liquidation sales at a 20%-60% discount to full prices. As such, its stores are often filled with a vast array of stock-keeping units, each with minimal product depth that creates a treasure hunt shopping experience. The firm's more than 1,750 Ross Dress for Less stores are primarily located in densely populated suburban communities and typically serve middle-income consumers. Ross also operates about 350 DD's Discounts chains targeting lower-income shoppers.",745732,BBG000BSBZH7,44126050523.568,329929197.0,329930000,5651.0,RETAIL-FAMILY CLOTHING STORES,https://www.rossstores.com,CS
CTSH,Cognizant Technology Solutions,"Cognizant is a global IT services provider, offering consulting and outsourcing services to some of the world's largest enterprises spanning the financial services, media and communications, healthcare, natural resources, and consumer products industries. Cognizant employs nearly 350,000 people globally, roughly 70% of whom are in India, although the company's headquarters are in Teaneck, New Jersey.",1058290,BBG000BBDV81,42502311118.02,494615514.0,494620000,7371.0,SERVICES-COMPUTER PROGRAMMING SERVICES,https://www.cognizant.com,CS
VRSK,"Verisk Analytics, Inc. Common Stock","Verisk Analytics is the leading provider of statistical, actuarial, and underwriting data for the United States' property and casualty insurance industry. Verisk leverages a vast contributory database and proprietary data assets to develop analytical tools helping insurance providers to better assess and price risk, achieve operational efficiency and optimize claim settlement processes. While Verisk also offers tools to quantify costs after loss events occur and to detect fraudulent activity, it is expanding into adjacent markets of life insurance, marketing, and non-US operations.",1442145,BBG000BCZL41,42455984098.9,140276165.0,140280000,7374.0,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,https://www.verisk.com,CS
BKR,Baker Hughes Company,"Baker Hughes Company is an energy technology company with a portfolio of technologies and services that span the energy and industrial value chain. Baker Hughes is an energy technology company with two main segments: Oilfield Services and Equipment (OFSE) and Industrial and Energy Technology (IET). OFSE offers products and services for oilfield operations throughout a well's lifecycle. IET provides solutions for mechanical-drive, compression, and power-generation applications across energy industries, including oil, gas, LNG, refining, and petrochemicals. It also focuses on lower-carbon solutions for broader energy and industrial sectors. Key revenue is generated from non USA regions.",1701605,BBG00GBVBK51,41812423594.42,990111854.0,990110000,3533.0,OIL & GAS FIELD MACHINERY & EQUIPMENT,https://www.bakerhughes.com,CS
LULU,lululemon athletica inc.,"Lululemon Athletica designs, distributes, and markets athletic apparel, footwear, and accessories for women, men, and girls. Lululemon offers pants, shorts, tops, and jackets for both leisure and athletic activities such as yoga and running. The company also sells fitness accessories, such as bags, yoga mats, and equipment. Lululemon sells its products through more than 700 company-owned stores in about 20 countries, e-commerce, outlets, and wholesale accounts. The company was founded in 1998 and is based in Vancouver, Canada.",1397187,BBG000R8ZVD1,40821837580.0,121783525.0,117660000,2300.0,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,https://www.lululemon.com,CS
KHC,The Kraft Heinz Company Common Stock,"In July 2015, Kraft merged with Heinz to create the third-largest food and beverage manufacturer in North America behind PepsiCo and Nestle and the fifth-largest player in the world. Beyond its namesake brands, the combined firm's portfolio includes Oscar Mayer, Velveeta, and Philadelphia. While the retail channel drives around 85% of its total sales, the firm has a growing presence in foodservice. Outside North America, Kraft Heinz's global reach counts a distribution network in Europe and emerging markets that drives 20%-25% of its consolidated sales base, as its products are sold in more than 190 countries and territories.",1637459,BBG005CPNTQ2,40284342187.85,1214298182.0,1214300000,2030.0,"CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES",https://www.kraftheinzcompany.com,CS
FANG,"Diamondback Energy, Inc.","Diamondback Energy is an independent oil and gas producer in the United States. The company operates exclusively in the Permian Basin. At the end of 2024, the company reported net proven reserves of 3.6 billion barrels of oil equivalent. Net production averaged about 598,000 barrels per day in 2024, at a ratio of 56% oil, 23% natural gas liquids, and 21% natural gas.",1539838,BBG002PHSYX9,40181632664.85,289440898.0,289440000,1311.0,CRUDE PETROLEUM & NATURAL GAS,https://www.diamondbackenergy.com,CS
XEL,"Xcel Energy, Inc.","Xcel Energy manages utilities serving 3.8 million electric customers and 2.2 million natural gas customers in eight states. Its utilities are Northern States Power, which serves customers in Minnesota, North Dakota, South Dakota, Wisconsin, and Michigan; Public Service Company of Colorado; and Southwestern Public Service Company, which serves customers in Texas and New Mexico. It is one of the largest renewable energy suppliers in the US with more than half of its electricity sales coming from carbon-free energy.",72903,BBG000BCTQ65,39807883403.79,574552694.0,574550000,4931.0,ELECTRIC & OTHER SERVICES COMBINED,https://www.xcelenergy.com,CS
GEHC,GE HealthCare Technologies Inc. Common Stock,"GE HealthCare Technologies is a leading medical technology firm with leading market share in imaging and ultrasound equipment. The company reports four major segments: imaging (45% of revenue), advanced visualization solutions (26%), patient care solutions (16%), and pharmaceutical diagnostics (13%). The company's sales are geographically diverse, with the United States, EMEA, China, and the rest of the world accounting for 46%, 26%, 12%, and 17% respectively. We estimate approximately half of its revenue is recurring, which consists of servicing (about one third of revenue), pharmaceutical diagnostics (about 10%-15%), and digital solutions (just over 5%).",1932393,BBG01BFR8YV1,39592887679.8,457298310.0,457300000,3844.0,X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS,https://www.gehealthcare.com,CS
AXON,"Axon Enterprise, Inc. Common Stock","Axon Enterprise Inc is building a public safety operating system by integrating a suite of hardware devices and cloud software solutions. The company's suite includes cloud-hosted digital evidence management solutions, productivity and real-time operations software, body cameras, in-car cameras, TASER energy devices, drones and robotic security, and training solutions. The company's operation comprises of two operating segments, Software and Sensors, and TASER. The company generates the majority of its revenue from the Software and Sensors segment, which is engaged in developing, manufacturing, and selling fully integrated hardware and cloud-based software solutions that enable law enforcement to capture, securely store, manage, share, and analyze video and other digital evidence.",1069183,BBG000BHJWG1,38845697164.02,76623266.0,76620000,3480.0,"ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)",https://www.axon.com,CS
ODFL,Old Dominion Freight Line,"Old Dominion Freight Line is the second-largest less-than-truckload carrier in the United States (following FedEx Freight), with more than 250 service centers and 11,000-plus tractors. It is one of the most disciplined and efficient providers in the trucking industry, and its profitability and capital returns are head and shoulders above its peers. Strategic initiatives revolve around boosting network density through market share gains and maintaining industry-leading service (including ultralow cargo claims) via steadfast infrastructure investment.",878927,BBG000CHSS88,38474910200.58,212545079.0,212550000,4213.0,TRUCKING (NO LOCAL),https://www.odfl.com,CS
CCEP,Coca-Cola Europacific Partners plc Ordinary Shares,"CCEP is the second-largest bottling partner in the Coca-Cola system by volume, behind Coca-Cola Femsa, and primarily operates in developed Europe, Australasia, and South-East Asia.In 2024, CCEP sold 3.9 billion unit cases of beverages, which we estimate equates to roughly 9% of the global Coke system volume. Coke's largest bottler, Coca-Cola Femsa sold over 4 billion unit cases (12%), and the third-largest, Coca-Cola HBC, serving Eastern Europe and North Africa, sold 2.8 billion unit cases (8%).TCCC owns 19% of the equity of CCEP, Olive Partners, a holding company of bottling operations, owns a further 36%, and the remaining 45% is free float.",1650107,,37969394031.28,460290872.0,460370000,,,https://www.cocacolaep.com,CS
DDOG,"Datadog, Inc. Class A Common Stock","Datadog is a cloud-native company that focuses on analyzing machine data. The firm's product portfolio, delivered via software as a service, allows a client to monitor and analyze its entire IT infrastructure. Datadog's platform can ingest and analyze large amounts of machine-generated data in real time, allowing clients to utilize it for a variety of applications throughout their businesses.",1561550,BBG003NJHZT9,37577219074.08,342764016.0,317260000,7372.0,SERVICES-PREPACKAGED SOFTWARE,https://www.datadog.com,CS
EA,Electronic Arts Inc,"Electronic Arts is one of the largest global developers and publishers of video games. Its most important franchises are the Madden NFL and FC soccer games, which it releases annually. In 2024, it also relaunched its American college football game. Other major franchises include Apex Legends, Battlefield, and The Sims. Typically, about three quarters of the firm's sales are from in-game spending, with the remainder coming from initial game sales.",712515,BBG000BP0KQ8,37119763913.42,260617594.0,260620000,7372.0,SERVICES-PREPACKAGED SOFTWARE,https://www.ea.com,CS
