ticker,name,description,cik,composite_figi,market_cap,weighted_shares_outstanding,share_class_shares_outstanding,sic_code,sic_description,homepage_url,type
FIP,FTAI Infrastructure Inc. Common Stock,"FTAI Infrastructure Inc is engaged in five segments; Railroad segment includes five freight railroads and one switching company that provide rail service to certain manufacturing and production facilities, the Jefferson Terminal segment consists of a multi-modal crude oil and refined products terminal and other related assets. Repauno segment consists of a 1,630-acre deep-water port located along the Delaware River with an underground storage cavern, a new multipurpose dock, a rail-to-ship transloading system, and multiple industrial development opportunities. Power and Gas segment is comprised of an equity method investment in Long Ridge, and Sustainability and Energy Transition segment is comprised of Aleon/Gladieux, Clean Planet, and CarbonFree.",0001899883,BBG0174VKJ51,577659905.5500001,113936865.0,113940000.0,4011,"RAILROADS, LINE-HAUL OPERATING",https://www.fipinc.com,CS
HTZWW,Hertz Global Holdings Warrants,"Hertz Global Holdings Inc is engaged principally in the business of renting vehicles through Hertz, Dollar and Thrifty brands. The Company has identified two reportable segments: Americas RAC: Rental of vehicles, as well as sales of vehicles and value-added services, in the U.S., Canada, Latin America and the Caribbean; International RAC: Rental of vehicles, as well as sales of vehicles and value-added services, in locations other than the U.S., Canada, Latin America and the Caribbean. The Company maintain a substantial network of company-operated rental locations, a majority of which are in Europe, and have franchisees and partners that operate rental locations under brands. Geographical markets includes U.S., Europe, Pacific Asia, Middle East and Africa, Latin America.",0001657853,BBG011N57MK1,,,306690000.0,7510,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),https://www.hertz.com,WARRANT
SUP,"Superior Industries International, Inc.","Superior Industries International Inc is engaged in the design and manufacture of aluminum wheels for sale to OEMs in North America and Europe and to the aftermarket in Europe. The company's OEM aluminum wheels are primarily sold for factory installation on vehicle models manufactured by BMW (including Mini), Daimler (Mercedes-Benz, AMG, Smart), Ford, GM, Honda, Jaguar-Land Rover, Lucid Motors, Mazda, Nissan, PSA, Renault, Stellantis, Subaru, Suzuki, Toyota, VW Group (Volkswagen, Audi, SEAT, Skoda, Porsche, Bentley) and Volvo. It sells aluminum wheels to the European aftermarket under the brands ATS, RIAL, ALUTEC, and ANZIO.",0000095552,BBG000BTNS79,59071978.385,28886053.0,28890000.0,3714,MOTOR VEHICLE PARTS & ACCESSORIES,https://www.supind.com,CS
DBI,Designer Brands Inc.,"Designer Brands Inc is a designer, producer, and retailer of footwear and accessories. The company operates in three reportable segments: the U.S. Retail segment, the Canada Retail segment, and the Brand Portfolio segment. The U.S. Retail segment operates the DSW Designer Shoe Warehouse banner through its direct-to-consumer U.S. stores and e-commerce site. The Canada Retail segment operates The Shoe Company and DSW banners through its direct-to-consumer Canada stores and e-commerce sites. The Brand Portfolio segment earns revenue from the sale of wholesale products to retailers, commissions for serving retailers as the design and buying agent for products under private labels, and the sale of branded products through its direct-to-consumer e-commerce sites.",0001319947,BBG000CF8227,181408142.375,47928175.0,40200000.0,5661,RETAIL-SHOE STORES,https://www.designerbrands.com,CS
MOMO,Hello Group Inc. American Depositary Shares,"Hello Group Inc provides mobile-based social networking services. It enables users to establish and expand social relationships based on location and interests. Its platform includes the Momo mobile application and a variety of related features, functionalities, tools, and services that it provides to users, customers, and platform partners. The company derives its revenue from live video services, value-added services, mobile marketing services, mobile games, and other services. It operates in three segments: Momo's service lines, Tantan's service lines, and QOOL's service lines out of which Momo's service lines segment derives the majority of revenue.",0001610601,BBG007HTCQT0,1273612046.4,172109736.0,289800000.0,,,https://www.hellogroup.com,ADRC
NEUE,"NeueHealth, Inc.","NeueHealth Inc is a value driven healthcare company grounded in the belief that all health consumers are entitled to high-quality, coordinated care. By uniquely aligning the interests of health consumers, providers, and payors, NeueHealth helps to make healthcare accessible and affordable to all populations across the ACA Marketplace, Medicare, and Medicaid. It also enables independent providers and medical groups to thrive in performance-based arrangements through a suite of technology and services scaled centrally and deployed locally.",0001671284,BBG00ZVX04P9,59295979.7958,8285959.0,8250000.0,6324,HOSPITAL & MEDICAL SERVICE PLANS,https://www.neuehealth.com,CS
LTRX,Lantronix Inc,"Lantronix Inc is a networking company. It provides secure data access and management solutions for the Internet of Things (IoT) and information technology assets. It organizes its products and solutions into three product lines: Embedded IoT Solutions, IoT Systems Solutions, and Software and Services. The IoT System Solutions segment is the key revenue driver for the company. The company serves a diverse range of markets including healthcare, industrial, security, energy, transportation, and government networking. Its primary geographic markets are the Americas, Europe, the Middle East and Africa, and Asia Pacific Japan. The Americas contribute the vast majority of total revenue.",0001114925,BBG000BW4GK4,105895782.72,38789664.0,38790000.0,3576,COMPUTER COMMUNICATIONS EQUIPMENT,https://www.lantronix.com,CS
SKYQ,Sky Quarry Inc. Common Stock,Sky Quarry Inc is a development-stage oil-producing and refining company. The company along with its subsidiaries is engaged in deploying technologies to facilitate the recycling of waste asphalt shingles and remediation of oil-saturated soils. The recycling and production of oil from asphalt shingles is expected to reduce the dependence on landfills for the disposal of waste and to also reduce dependence on foreign and domestic virgin crude oil extraction for industrial uses.,0001812447,BBG019XJT9D6,13701878.0088,18800601.0,18800000.0,4955,HAZARDOUS WASTE MANAGEMENT,https://www.skyquarry.com,CS
CX,Cemex S.A.B. de C.V.,"Cemex SAB de CV is a ready-mix concrete company that mainly engaged in activities that are oriented to the construction industry, mainly through the production, marketing, sale, and distribution of cement, ready-mix concrete, aggregates, urbanization solutions, and other construction materials and services.",0001076378,BBG000BPCTB2,8567167825.72,1450832824.0,14490870000.0,,,https://www.cemex.com,ADRC
LXEH,"Lixiang Education Holding Co., Ltd. American Depositary Shares","Lixiang Education Holding Co Ltd is a private primary and secondary education service provider in Lishui City, Zhejiang Province. Its private education services primarily include primary and middle school education from grade 1 to grade 9. The company also offers high school education services at its High School Divisions.",0001814067,BBG00X7L4LC9,10383363.0,1166670.0,116670000.0,,,https://www.lixiangeh.com,ADRC
BTMWW,Bitcoin Depot Inc. Warrant,"Bitcoin Depot Inc owns and operates the largest network of BTMs across North America where customers can buy and sell Bitcoin. Bitcoin Depot helps power the digital economy for users of cash. It has locations across the U.S. and Canada at, among others, the following types of retailers: Convenience Stores and Gas Station Chains, Pharmacies and Grocers and Mall Operators.",0001901799,BBG015LHHQ55,,,17650000.0,6199,FINANCE SERVICES,https://www.bitcoindepot.com,WARRANT
TXMD,"TherapeuticsMD, Inc.","TherapeuticsMD Inc is a pharmaceutical royalty company, currently receiving royalties on products licensed to pharmaceutical organizations that possess commercial capabilities in the relevant territories. The company and its subsidiaries (i) granted Mayne Pharma an exclusive license to commercialize its IMVEXXY, BIJUVA and prescription prenatal vitamin products sold under the BocaGreenMD and vitaMedMD brands (collectively, the ""Licensed Products"") in the United States and its possessions and territories, (ii) assigned to Mayne Pharma its exclusive license to commercialize ANNOVERA (together with the Licensed Products, collectively, the ""Products"") in the United States and its possessions and territories.",0000025743,BBG000LKB954,9168283.440000001,11532432.0,11530000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.therapeuticsmd.com,CS
SWZ,"Swiss Helvetia Fund, Inc.",,0000813623,BBG000BTSRZ5,,,12990000.0,,,,FUND
CPAC,CEMENTOS PACASMAYO S.A.A.,"Cementos Pacasmayo SAA is a Peruvian cement company that primarily produces, distributes, and sells cement and cement-related materials, such as concrete blocks and ready-mix concrete. The company's products are primarily used in construction. It also produces and sells quicklime for use in mining operations. The company sells its products mainly in the northern part of Peru. It owns three cement production facilities. Its flagship Pacasmayo facility is located in the northwest region of Peru, while its new cement plant in Piura and smaller Rioja facility are located in the northeast region of Peru.",0001221029,BBG002D68FT4,492322871.75,85621369.0,423870000.0,,,https://www.cementospacasmayo.com.pe,ADRC
NEHCW,New Era Helium Inc Warrants,New Era Helium Inc is a helium exploration and production company that sources helium obtained from natural gas reserves in North America.,0002028336,BBG01R60Y013,,,,,,https://www.newerahelium.com,WARRANT
EHGO,Eshallgo Inc. Class A Ordinary Shares,"Eshallgo Inc. focuses on two distinct market sectors: office supply sale and leasing, and after-sale maintenance and repair. It is an authorized distributor of brands of office equipment, including HP, Epson, Xerox, Sharp, Toshiba, Konica, Kyocera, and other brands.",0001879754,,28369124.000000004,25466000.0,19610000.0,,,http://www.eshallgo.com,CS
DBVT,DBV Technologies S.A.,"DBV Technologies SA is a clinical-stage specialty biopharmaceutical company focused on changing the field of immunotherapy by developing a novel technology platform called Viaskin. The therapeutic approach is based on epicutaneous immunotherapy or EPIT, its proprietary method of delivering biologically active compounds to the immune system through intact skin using Viaskin, an epicutaneous patch (i.e., a skin patch). Viaskin targets specific antigen-presenting immune cells in the skin, called Langerhans cells, that capture the antigen and migrate to the lymph node to activate the immune system without passage of the antigen into the bloodstream, minimizing systemic exposure in the body. Its main product candidate is Viaskin Peanut for the treatment of peanut-allergic patients.",0001613780,BBG0076D3T39,92734430.83999999,20516467.0,102850000.0,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",http://www.dbvtechnologies.com,CS
BZFD,"BuzzFeed, Inc. Class A Common Stock","BuzzFeed Inc is a tech-powered, diversified media company that reaches hundreds of millions globally through its cross-platform news and entertainment network. The company produces articles, lists, quizzes, videos, and original series; lifestyle content through brands including Tasty, social food network; original reporting and investigative journalism through BuzzFeed News and HuffPost; an industry- affiliate business, strategic partnerships, licensing and product development through BuzzFeed Commerce; and original productions across broadcast, cable, SVOD, film and digital platforms for BuzzFeed Studios.",0001828972,BBG00YPS9JP8,75036776.5746,38001001.0,36660000.0,4899,"COMMUNICATIONS SERVICES, NEC",https://www.buzzfeed.com,CS
MPW,"Medical Properties Trust, Inc.","Medical Properties Trust Inc acquires and develops net-leased healthcare facilities. Its investments in healthcare real estate, other loans, and any investments in tenants are considered a single reportable segment. The group's geographic areas are the United States, the United Kingdom, and All other countries.",0001287865,BBG000BGRB25,3651648000.0,600600000.0,600600000.0,6798,REAL ESTATE INVESTMENT TRUSTS,https://www.medicalpropertiestrust.com,CS
RCS,"PIMCO STRATEGIC INCOME FUND, INC.","PIMCO Strategic Income Fund, Inc. operates as a closed-end management investment company. Its primary investment objective is to generate a level of income that is higher than that generated by high-quality, intermediate-term U.S. debt securities. The Fund also seeks capital appreciation to the extent consistent with this objective.",0000916183,BBG000B9ZPB1,290459620.0,46178000.0,44780000.0,,,https://www.pimco.com,FUND
BSGM,"BioSig Technologies, Inc. Common Stock","BioSig Technologies Inc is a commercial-stage medical device company with an advanced digital signal processing technology platform to deliver insights to the treatment of cardiovascular arrhythmias. Through collaboration with physicians, experts, and healthcare leaders across the field of electrophysiology (EP), It is committed to addressing healthcare's biggest priorities saving time, saving costs, and saving lives. Its first product, the PURE EP System, is an FDA-cleared non-invasive class II device consisting of a unique combination of hardware and software designed to provide unprecedented signal clarity and precision for real-time visualization of intracardiac signals paving the way for personalized patient care.",0001530766,BBG006MM6RH9,14615219.792,17234929.0,23040000.0,3845,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,https://www.biosig.com,CS
PSQH,"PSQ Holdings, Inc.","PSQ Holdings Inc operates the website and mobile application named as PublicSq. It is an app and website that connects freedom-loving Americans to high-quality businesses that share values, both online and in local communities. The primary mission of the platform is to help consumers ""shop their values"" and put purpose behind purchases. It has two reportable segments comprised of Marketplace; which includes a marketplace platform to access consumers that are drawn to patriotic values and the revenue is generated in the form of advertising and eCommerce transactions, and Brands segment in which through its wholly-owned brand, the company generates revenue from online sales of diapers and wipes.",0001847064,BBG00ZSKDJM7,115325062.2,42712986.0,39500000.0,7310,SERVICES-ADVERTISING,https://www.publicsq.com,CS
VSTA,Vasta Platform Limited Class A Ordinary Shares,"Vasta Platform Ltd operates as an education company in Brazil, engaged in providing end-to-end educational and digital solutions that cater to all needs of private schools operating in the K-12 educational segment. Its business segments are Content and EdTech Platform, and Digital Platform. The Content and EdTech platform derives its results from educational content solutions through digital and printed content, including textbooks, learning systems and other complementary educational services. The Digital Platform enables private schools to aggregate multiple learning strategies and helps them to focus on education through the Business' physical and digital e-commerce platform and other digital services.",0001792829,,260558116.0,80171728.0,15740000.0,,,https://www.vastaedu.com.br,CS
CRBP,"Corbus Pharmaceuticals Holdings, Inc.","Corbus Pharmaceuticals Holdings Inc is a precision oncology company with a diversified portfolio and is committed to helping people defeat serious illness by bringing scientific approaches to well-understood biological pathways. The company's development pipeline includes; CRB-701, a next-generation antibody-drug conjugate (ADC) that targets the expression of Nectin-4 on cancer cells to release a cytotoxic payload, CRB-601, an anti-integrin monoclonal antibody that blocks the activation of TGF expressed on cancer cells, and CRB-913 a second-generation peripherally restricted CB1 receptor inverse agonist designed to treat obesity.",0001595097,BBG0078PJKQ7,81724324.22,12179482.0,12180000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.corbuspharma.com,CS
NB,NioCorp Developments Ltd. Common Stock,"NioCorp Developments Ltd is engaged in exploration and development of mineral deposits in North America, specifically, the Elk Creek Niobium/Scandium/Titanium property.",0001512228,BBG000JXM902,92231694.42999999,46818119.0,46820000.0,1000,METAL MINING,https://www.niocorp.com,CS
MURA,Mural Oncology plc Ordinary Shares,"Mural Oncology PLC is a clinical-stage oncology company whose entire business is focused on discovering and developing immunotherapies that may meaningfully improve the lives of patients with cancer. By leveraging its core competencies in immune cell modulation and protein engineering, It has developed a portfolio of novel, investigational cytokine therapies designed to address areas of unmet need for patients with a variety of cancers. Its product candidate, Nemvaleukin is an investigational, engineered interleukin-2 cytokine designed to capture and expand the therapeutic benefits of high-dose recombinant human IL-2 while mitigating its hallmark toxicities.",0001971543,,62014226.849999994,17060310.0,17060000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.muraloncology.com,CS
CTRM,Castor Maritime Inc. Common Stock,"Castor Maritime Inc is a provider of seaborne transportation services for dry bulk cargo, including iron ore, coal, grain, steel products, fertilizers, cement, bauxite, sugar, and scrap metal, among others. The firm operates under two reportable segments namely Dry bulk; Aframax/LR2 tanker; Handysize tanker and Container ship. It generates maximum revenue from the Dry bulk segment.",0001720161,,24735626.240000002,9662354.0,9660000.0,,,https://www.castormaritime.com,CS
ARAY,Accuray Incorporated,"Accuray Inc is a radiation oncology company that develops, manufactures, sells and supports precise, innovative treatment solutions which set the standard of radiation therapy care with the aim of helping patients live better lives. The company's technology, The CyberKnife, is used to treat multiple types of cancer and tumors throughout the body. The CyberKnife Systems automatically track, detect and correct for a tumor and patient movement in real-time during the procedure, enabling delivery of precise, high dose radiation with sub-millimetre accuracy while patients breathe normally, without manual user intervention.",0001138723,BBG000QNRY51,187665702.65,102830522.0,102830000.0,3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,https://www.accuray.com,CS
IPA,IMMUNOPRECISE ANTIBODIES LTD,ImmunoPrecise Antibodies Ltd is a biotechnology company that leverages multi-omics modeling and complex artificial intelligence through a series proprietary and patented technologies. The company owns an integrated end-to-end suite of capabilities to support the development of therapeutic antibodies and are known for solving very complex industry challenges.,0001715925,BBG000CR68W7,16933093.66,45765118.0,45770000.0,,,https://www.ipatherapeutics.com,CS
ARCO,ARCOS DORADOS HOLDINGS INC.,"Arcos Dorados Holdings Inc operates McDonald's-branded restaurants in approximately 20 countries and territories in Latin America and the Caribbean. It functions through two sources which include company-operated restaurants and franchised restaurants segment. Their menu includes hamburgers, McNuggets, salad, sandwiches, french fries and others.",0001508478,,1691624347.7099998,210663057.0,130660000.0,,,https://www.arcosdorados.com,CS
EVAX,Evaxion Biotech A/S American Depositary Share,"Evaxion Biotech AS is a clinical-stage biotech company that aspires to the exploration of artificial intelligence, or AI, to develop immunotherapies with improved efficacy when compared to currently marketed products for patients with unmet medical needs. Its pipeline programs are derived from its proprietary AI platforms, PIONEER, EDEN, RAVEN, and ObsERV. The company is utilizing these AI platforms to build a drug development pipeline. Its product candidates are; EVX-01 and EVX-02, for the treatment of various cancers, and the third candidate is cancer immunotherapy, EVX-03, for the treatment of various cancers including non-small-cell-lung-cancer, or NSCLC, is in pre-clinical development.",0001828253,BBG00YTSS733,11279829.6,6266572.0,313330000.0,,,https://www.evaxion-biotech.com,ADRC
TTSH,"Tile Shop Holdings, Inc.","Tile Shop Holdings Inc is a specialty retailer of natural stone and man-made tiles, setting and maintenance materials, and related accessories in the United States. It manufactures its setting and maintenance materials, such as thinset, grout, and sealers. The company's primary market is retail sales to consumers, contractors, designers and home builders. Natural stone products include marble, travertine, granite, quartz, sandstone, slate, and onyx tiles. Man-made products include ceramic, porcelain, glass, cement, wood look, metal and luxury vinyl tile.",0001552800,BBG0019HJW45,311265549.06,44657898.0,44660000.0,5700,"RETAIL-HOME FURNITURE, FURNISHINGS & EQUIPMENT STORES",https://www.tileshop.com,CS
EDBLW,Edible Garden AG Incorporated Warrant,"Edible Garden AG Inc is a next-generation controlled environment agriculture farming company. It uses traditional agricultural growing techniques together with technology to grow fresh, organic food, sustainably and safely while improving traceability. The company uses the controlled environment of traditional greenhouse structures, such as glass greenhouses, together with hydroponic and vertical greenhouses to sustainably grow organic herbs and lettuces.",0001809750,BBG0177CKSJ5,,,6230000.0,0100,,https://www.ediblegarden.com,WARRANT
PLL,Piedmont Lithium Inc. Common Stock,"Piedmont Lithium Inc, is a U.S. based, development-stage, multi-asset, integrated lithium business in support of a clean energy economy and U.S. and world-wide energy security. Its portfolio of wholly-owned projects includes Carolina Lithium, a proposed fully integrated spodumene ore-to-lithium hydroxide project in Gaston County, North Carolina, and Tennessee Lithium, a proposed merchant lithium hydroxide manufacturing plant in McMinn County, Tennessee.",0001728205,BBG00YJ7NBQ1,165563865.945,21943521.0,21940000.0,1400,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),https://www.piedmontlithium.com,CS
SAN,Banco Santander S.A.,"Santander's focus is on retail and commercial banking. Latin America is geographically the most significant operation, with Brazil making the largest contribution. Its continental European business is mainly in Spain and Portugal. Santander's UK presence is the result of its acquisition of Abbey building society. In the US, Santander operates a vehicle finance business and a regional bank focused on the Northeastern states.",,BBG000BTJS47,97491437055.0,15280550000.0,15494270000.0,,,https://www.santander.com,ADRC
BLND,"Blend Labs, Inc.","Blend Labs Inc is a cloud-based platform software platform that powers the digital interface between financial services firms and consumers. It supports and simplifies applications for mortgages, consumer loans, and deposit accounts. Its operating segments are; Blend Platform segment which comprises a suite of products that power the entire origination process from back-end workflows to consumer experience, and the Title segment enables customers to streamline the title, settlement, and closing process at scale for mortgages, home equity lines of credit, and home equity loans. The majority of the revenue for the company is generated from the Blend Platform segment.",0001855747,BBG00D0YK7T7,793882697.625,258173235.0,252180000.0,7370,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",https://www.blend.com,CS
EVOK,"Evoke Pharma, Inc.","Evoke Pharma Inc is a specialty pharmaceutical company focused on the development and commercialization of drugs to treat gastrointestinal, or GI, disorders, and diseases. The company's product Gimoti is an investigational metoclopramide nasal spray for the relief of symptoms associated with acute and recurrent diabetic gastroparesis in women. Gimoti is a novel nasal spray formulation of metoclopramide designed to provide systemic delivery of the molecule through the nasal mucosa.",0001403708,BBG0026ZG0X7,5832288.123199999,1486009.0,1490000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.evokepharma.com,CS
CGEM,"Cullinan Therapeutics, Inc. Common Stock","Cullinan Therapeutics Inc is a biopharmaceutical company. It has a diversified portfolio of clinical-stage assets that inhibit key drivers of disease or harness the immune system to eliminate diseased cells in both oncology and autoimmune diseases. Its understanding of oncology, immunology, and translational medicine, creates differentiated ideas, identifies the appropriate targets, and selects the optimal modality to develop transformative therapeutics across a variety of cancer and autoimmune indications. It has one reporting and one operating segment, which is the business of developing immunology and oncology therapies.",0001789972,BBG00HW2DGQ4,501454918.82,58512826.0,58510000.0,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",https://cullinantherapeutics.com,CS
EDF,Virtus Stone Harbor Emerging Markets Income Fund,"Virtus Stone Harbor Emerging Markets Income Fund is a closed-end management investment company. Its investment objective is to maximize total return, which consists of income from its investments and capital appreciation. The Fund normally will invest at least 80% of its net assets (plus any borrowings for investment purposes) in emerging markets securities.",0001501103,BBG00162SCL6,148067319.29999998,29291260.0,28970000.0,,,https://www.virtus.com,FUND
NPKI,NPK International Inc.,"NPK International Inc Formerly Newpark Resources Inc is a diversified supplier providing environmentally-sensitive products, as well as rentals and services to customers across multiple industries. The company has two operating segments: Industrial Solutions and Fluids Systems. Fluids Systems segment which generates the majority of the revenue, provides drilling, completion, and stimulation fluids products and related technical services to customers for oil, natural gas, and geothermal projects. Geographically, the company derives majority of its revenue from the United States and also has its presence in Canada, EMEA, Latin America, and Asia Pacific regions.",0000071829,BBG000C2HWL9,500819355.42,86497298.0,86500000.0,3533,OIL & GAS FIELD MACHINERY & EQUIPMENT,https://www.npki.com,CS
AGEN,Agenus Inc.,"Agenus Inc is an American clinical-stage company with a pipeline of therapies designed to activate the body's immune system to fight cancer and infections, including immune-modulatory antibodies, adoptive cell therapies through its subsidiary MiNK Therapeutics Inc. and vaccine adjuvants through its subsidiary SaponiQx Inc. This robust product pipeline is supported by company's in-house capabilities, including current good manufacturing practice (cGMP) manufacturing and a clinical operations platform. The company's antibody candidates are botensilimab (a proprietary next-generation Fc-engineered CTLA-4 antibody, also known as AGEN1811) and balstilimab (a PD-1 antibody).",0001098972,BBG000C8SWQ9,53362966.31999999,23611932.0,23460000.0,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",https://www.agenusbio.com,CS
PASG,"Passage Bio, Inc. Common Stock","Passage Bio Inc is a genetic medicines company. The company is focused on developing transformative therapies for rare, monogenic CNS disorders. It has pipeline products such as GM1 Gangliosidosis, Frontotemporal dementia, and Krabbe Disease. The Company operates in a single reportable segment, developing and advancing genetic medicines designed to target critical underlying pathology of neurodegenerative diseases.",0001787297,BBG00NBK4XF9,29166184.9882,62148274.0,62060000.0,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",https://www.passagebio.com,CS
NVRI,Enviri Corporation,"Enviri Corp is a market-leading, provider of environmental solutions for industrial and specialty waste streams, and equipment and technology for the rail sector. The company's current operations consist of three divisions: Harsco Environmental, Harsco Rail, and Clean Earth. The company gains its revenue from Harsco Environmental segment. Geographically company operates in USA and International Countries, with majority revenue from USA.",0000045876,BBG000BLH3P8,473968862.07,80197777.0,80210000.0,8900,"SERVICES-SERVICES, NEC",https://www.enviri.com,CS
BNR,Burning Rock Biotech Limited American Depositary Shares,"Burning Rock Biotech Ltd is a cancer diagnostics company. It is a NGS-based cancer therapy selection company. Its cancer therapy selection platform is built upon advanced proprietary technologies, comprehensive portfolio of products and a two-pronged market-driven commercial infrastructure addressing both larger hospitals through our in-hospital model and smaller hospitals through our central laboratory model. It had three operating segments, including Central laboratory business, In-hospital business and Pharma research and development services. It generates the majority of its revenue from Central laboratory business. Its products are Pan-HEME, OncoScreen-WES, brPROPHET, OncoScreen Plus, and others.",0001792267,BBG00V1JWDY7,51909153.559999995,10258726.0,85260000.0,,,https://www.brbiotech.com,ADRC
OIS,"OIL STATES INTERNATIONAL, INC.","Oil States International Inc is a provider of manufactured products and services to the energy, industrial and military sectors. Manufactured products include engineered capital equipment as well as products consumed in the drilling, well construction and production of oil and natural gas. The company sells its products and services to national oil and natural gas companies, oil and natural gas companies, onshore and offshore drilling companies and other oilfield services, defense and industrial companies. The company operates through three business segments, Offshore Manufactured Products, Completion and Production Services and Downhole Technologies. It gains maximum revenue from Offshore Manufactured Products.",0001121484,BBG000BDDN94,302318176.15999997,61760608.0,61760000.0,3533,OIL & GAS FIELD MACHINERY & EQUIPMENT,https://www.oilstatesintl.com,CS
SPRU,Spruce Power Holding Corporation,"Spruce Power Holding Corp is a leading owner and operator of distributed solar energy assets across the United States (the U.S.), offering subscription-based services to approximately 75,000 home solar assets and customer contracts, making renewable energy more accessible to everyone. The Company's primary customers are homeowners and the Company's core solar service offerings generate revenues primarily through (i) the sale of electricity generated by its home solar energy systems to homeowners, (ii) third-party contracts to sell solar renewable energy credits (SRECs) generated by the solar energy systems for fixed prices and (iii) the servicing of those agreements for other institutional owners of home solar energy systems.",0001772720,BBG00PP0KRL1,47659891.944,18602612.0,18600000.0,4911,ELECTRIC SERVICES,https://www.sprucepower.com,CS
ZBAO,Zhibao Technology Inc. Class A Ordinary Shares,"Zhibao Technology Inc is a insurance technology company engaged in providing digital insurance brokerage services in China. 2B2C digital embedded insurance is their business model which is pioneered in China. It provides customized digital insurance solutions for B-side channels (covering a wide range of industries and organizations, including but not limited to Internet platforms, large and medium-sized enterprises, and government agencies, etc.), embedding them into the channel's existing business matrix, and providing the channel with Provide digital insurance brokerage services to C-end customers.",0001966750,,42111175.806,32048079.0,14710000.0,,,https://www.zhibao-tech.com,CS
EVO,Evotec SE American Depositary Shares,"Evotec is a drug discovery partnership firm providing solutions to pharmaceutical and biotechnology companies, academic institutions, foundations, and nonprofit organizations. The company offers services in a variety of therapeutic areas, including central nervous system disorders, diabetes, inflammation, oncology, infectious diseases, and women's health. The shared R&D segment, roughly 80% of sales, provides drug discovery and manufacturing services on a typical fee-for-service basis and integrated drug discovery collaborations based on its proprietary, internally developed assets. The Just-Evotec Biologics segment, about 20% of sales, offers CDMO services for biologics. As of 2023, the company has over 5,000 employees and 18 production sites mainly in Europe and the United States.",0001412558,BBG000LFTJ81,1239322620.3200002,355106768.0,177760000.0,,,https://www.evotec.com,ADRC
GORV,"Lazydays Holdings, Inc. Common Stock","Lazydays Holdings Inc operates recreational vehicle dealerships. It provides products and services for RV owners and outdoor enthusiasts. The company generates revenue by providing a full spectrum of RV products: New and pre-owned RV sales, RV parts and services, financing and insurance products, third-party protection plans, after-market parts and accessories, and RV camping facilities.",0001721741,BBG00JNJQZN0,54926829.0,109853658.0,109850000.0,5500,RETAIL-AUTO DEALERS & GASOLINE STATIONS,https://www.lazydays.com,CS
KZIA,Kazia Therapeutics Limited American Depositary Shares,"Kazia Therapeutics Ltd is an oncology-focused biotechnology company, developing anti-cancer drugs. The group is developing paxalisib, a potential treatment for glioblastoma; Cantrixil, being developed for the treatment of ovarian cancer; and Others. The company is also developing EVT801 for the treatment of various tumors. Maximum of revenue is earned from South Korea.",0001075880,BBG000KC7878,5371311.534,5589294.0,558930000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.kaziatherapeutics.com,ADRC
FORD,Forward Industries Inc-N Y,"Forward Industries Inc is a provider of carrying and protective solutions. The company designs and distributes product protection for handheld electronic devices. Forward Industries sells soft-sided carrying cases for blood glucose diagnostic kits and portable consumer electronic devices such as tablets, personal computers, barcode Scanners, GPS devices, and others. The company operates in two segments, the OEM distribution segment sources and distributes carrying cases and other accessories for medical monitoring and diagnostic kits and a variety of other portable electronic and non-electronic devices directly to OEMs; The design segment, provides a full spectrum of hardware and software product design and engineering services. The majority of revenue is generated from the Design segment.",0000038264,BBG000BJRHG1,4789650.149999999,1101069.0,1100000.0,3089,"PLASTICS PRODUCTS, NEC",https://www.forwardindustries.com,CS
SABA,Saba Capital Income & Opportunities Fund II,"Saba Capital Income & Opportunities Fund II is a closed-end fund. The company seeks high current income, with a secondary goal of capital appreciation. The fund invests in fixed income markets across the globe.",0000828803,BBG000BKC3Z4,248770287.1572,28135388.0,28260000.0,,,https://www.sabacef.com,FUND
SERA,"Sera Prognostics, Inc. Class A Common Stock","Sera Prognostics Inc is a health diagnostic company. It develops diagnostic tests for the early prediction of a woman's individualized risk of premature birth, preeclampsia, gestational diabetes, stillbirth, and other conditions. The proprietary proteomics and bioinformatics platform of the company helps to improve maternal and neonatal health by discovering, developing, and commercializing blood-based biomarker tests, and predictive analytic products and services.",0001534969,BBG001J19ZJ7,151472312.5,35022500.0,34060000.0,8071,SERVICES-MEDICAL LABORATORIES,https://www.seraprognostics.com,CS
